customer_id,acquisition_channel,region,employment_type,age,gender,monthly_income_kes,signup_date
100041,sales_assisted,Mombasa,formal_employed,46,F,43200.0,2023-12-22
100042,sales_assisted,Eldoret,civil_servant,43,F,44300.0,2025-01-26
100043,digital,Kakamega,formal_employed,32,F,51900.0,2024-04-28
100044,sales_assisted,Nakuru,self_employed_business,19,M,23600.0,2024-08-03
100045,sales_assisted,Mombasa,self_employed_business,23,F,66800.0,2024-06-02
100046,digital,Eldoret,informal_gig,18,M,21800.0,2024-05-22
100047,digital,Mombasa,formal_employed,38,F,45600.0,2024-01-24
100048,sales_assisted,Nyeri,formal_employed,37,F,37600.0,2024-11-22
100049,digital,Meru,informal_gig,33,M,32100.0,2025-04-22
100050,digital,Nairobi,formal_employed,31,F,66500.0,2023-11-07
100051,digital,Nairobi,informal_gig,45,F,23400.0,2023-10-25
100052,sales_assisted,Meru,informal_gig,35,F,9100.0,2024-11-16
100053,sales_assisted,Mombasa,formal_employed,28,M,42000.0,2023-04-12
100054,sales_assisted,Kiambu,informal_gig,34,F,21400.0,2024-02-13
100055,sales_assisted,Nairobi,formal_employed,51,F,36900.0,2025-06-14
100056,digital,Nairobi,informal_gig,38,F,13300.0,2024-09-19
100057,digital,Mombasa,civil_servant,29,M,15100.0,2023-07-17
100058,digital,Meru,informal_gig,32,F,34900.0,2024-01-04
100059,digital,Nyeri,civil_servant,37,M,51900.0,2025-04-30
100060,sales_assisted,West Pokot,informal_gig,29,F,22300.0,2024-04-19
100061,digital,Mombasa,formal_employed,28,M,33300.0,2025-01-31
100062,digital,Kiambu,formal_employed,32,M,51500.0,2024-12-31
100063,sales_assisted,Nairobi,formal_employed,46,M,48700.0,2024-11-30
100064,sales_assisted,Kisumu,self_employed_business,40,F,31900.0,2024-08-06
100065,digital,Uasin Gishu,informal_gig,29,F,25400.0,2023-04-30
100066,digital,Mombasa,self_employed_business,40,F,45800.0,2023-09-21
100067,digital,Nyeri,informal_gig,33,M,28000.0,2023-02-01
100068,digital,Nairobi,self_employed_business,36,M,24500.0,2024-01-27
100069,digital,Nairobi,formal_employed,35,M,52800.0,2023-06-03
100070,digital,Kisumu,formal_employed,18,F,66200.0,2024-06-26
100071,digital,West Pokot,civil_servant,18,M,44700.0,2023-12-28
100072,sales_assisted,Nakuru,self_employed_business,35,F,71600.0,2025-04-26
100073,digital,Kiambu,self_employed_business,25,M,35300.0,2024-12-13
100074,digital,Nairobi,formal_employed,18,F,14100.0,2023-07-22
100075,digital,Machakos,civil_servant,25,M,26400.0,2023-12-20
100076,digital,Kisumu,formal_employed,41,M,33000.0,2024-01-11
100077,sales_assisted,Nairobi,informal_gig,36,M,26900.0,2023-01-29
100078,digital,Meru,formal_employed,39,M,60000.0,2024-10-15
100079,sales_assisted,Meru,formal_employed,37,M,47400.0,2023-03-06
100080,sales_assisted,Kisumu,informal_gig,24,F,24600.0,2025-01-07
100081,digital,Nairobi,informal_gig,39,F,38900.0,2024-02-19
100082,sales_assisted,Nairobi,informal_gig,38,M,14700.0,2024-02-13
100083,digital,Uasin Gishu,formal_employed,31,F,43700.0,2023-01-26
100084,digital,Kakamega,civil_servant,33,M,32800.0,2024-07-19
100085,digital,Kiambu,self_employed_business,40,F,20200.0,2024-11-11
100086,sales_assisted,Meru,civil_servant,26,M,8000.0,2024-01-07
100087,digital,Kiambu,formal_employed,42,M,68300.0,2023-08-09
100088,digital,Nairobi,self_employed_business,38,F,26400.0,2025-06-17
100089,digital,Mombasa,self_employed_business,33,M,34200.0,2024-03-14
100090,digital,Kakamega,informal_gig,46,M,25800.0,2024-08-17
100091,sales_assisted,Nairobi,informal_gig,21,F,11500.0,2024-12-14
100092,digital,Nairobi,self_employed_business,28,F,25300.0,2024-06-14
100093,digital,Eldoret,formal_employed,26,F,44600.0,2024-05-12
100094,digital,Kiambu,formal_employed,36,F,37100.0,2024-09-08
100095,sales_assisted,Kakamega,formal_employed,43,M,22000.0,2025-03-05
100096,digital,Nairobi,informal_gig,24,F,27300.0,2024-09-08
100097,digital,Nyeri,formal_employed,62,F,36600.0,2025-02-01
100098,digital,Nairobi,formal_employed,27,M,47500.0,2023-09-10
100099,sales_assisted,Nairobi,self_employed_business,36,M,38900.0,2023-06-05
100100,sales_assisted,Nyeri,formal_employed,33,F,62500.0,2023-04-01
100101,sales_assisted,Machakos,civil_servant,33,F,45600.0,2023-01-21
100102,digital,Uasin Gishu,self_employed_business,25,M,24900.0,2024-02-06
100103,sales_assisted,Kiambu,civil_servant,42,F,58600.0,2025-02-16
100104,sales_assisted,Kakamega,informal_gig,25,M,17800.0,2023-02-28
100105,sales_assisted,Nakuru,self_employed_business,18,M,25600.0,2024-08-13
100106,digital,Nakuru,self_employed_business,22,F,23400.0,2024-12-21
100107,digital,Uasin Gishu,informal_gig,46,M,8000.0,2025-04-07
100108,digital,Kiambu,informal_gig,44,M,16600.0,2024-12-30
100109,sales_assisted,Nakuru,formal_employed,18,F,52100.0,2023-03-16
100110,digital,Nakuru,civil_servant,40,M,18200.0,2023-05-17
100111,digital,Nakuru,self_employed_business,18,F,64000.0,2025-06-07
100112,digital,Nakuru,self_employed_business,32,F,8000.0,2023-03-26
100113,digital,Kiambu,self_employed_business,22,F,26100.0,2025-06-05
100114,digital,Nairobi,informal_gig,41,F,8900.0,2025-04-29
100115,sales_assisted,Mombasa,self_employed_business,37,F,52000.0,2023-08-30
100116,sales_assisted,Uasin Gishu,self_employed_business,41,F,47900.0,2024-12-27
100117,sales_assisted,Kisumu,formal_employed,30,F,40200.0,2023-02-22
100118,digital,Mombasa,self_employed_business,31,M,16400.0,2023-04-25
100119,sales_assisted,Nakuru,formal_employed,19,F,23400.0,2023-12-01
100120,digital,Nairobi,informal_gig,23,M,24200.0,2023-07-25
100121,sales_assisted,Nairobi,self_employed_business,41,M,27700.0,2024-01-26
100122,digital,Nairobi,civil_servant,36,F,31000.0,2023-09-01
100123,digital,Nairobi,informal_gig,33,M,21400.0,2023-08-30
100124,digital,Nairobi,informal_gig,44,M,18400.0,2023-11-16
100125,digital,Nakuru,civil_servant,21,F,12000.0,2023-02-18
100126,digital,Nairobi,formal_employed,39,M,21000.0,2024-09-15
100127,digital,Uasin Gishu,self_employed_business,22,F,18100.0,2025-02-19
100128,digital,Nairobi,formal_employed,46,F,31900.0,2023-12-27
100129,digital,Mombasa,formal_employed,37,F,46600.0,2023-07-10
100130,digital,Kiambu,self_employed_business,41,M,38700.0,2025-03-23
100131,sales_assisted,Nairobi,informal_gig,26,F,32400.0,2025-02-24
100132,digital,Mombasa,informal_gig,52,M,9600.0,2024-02-20
100133,digital,Kiambu,formal_employed,50,F,50500.0,2023-08-21
100134,digital,Kisumu,informal_gig,36,M,15100.0,2024-11-04
100135,digital,Nairobi,formal_employed,43,M,80600.0,2025-02-03
100136,sales_assisted,Meru,formal_employed,30,M,43100.0,2023-01-29
100137,digital,Kakamega,formal_employed,21,F,34900.0,2023-09-12
100138,sales_assisted,Nakuru,self_employed_business,40,M,42200.0,2025-02-15
100139,digital,Nairobi,self_employed_business,24,M,41000.0,2023-04-01
100140,digital,Nairobi,formal_employed,44,M,38200.0,2023-08-11
100141,digital,Kiambu,formal_employed,42,F,55700.0,2025-01-10
100142,sales_assisted,Nakuru,self_employed_business,35,F,61000.0,2025-01-03
100143,digital,Nairobi,informal_gig,34,M,30100.0,2023-09-07
100144,digital,Kisumu,formal_employed,41,M,42300.0,2025-02-21
100145,digital,Uasin Gishu,informal_gig,35,M,37600.0,2023-10-05
100146,digital,Nairobi,informal_gig,29,F,26200.0,2023-07-06
100147,digital,Nairobi,self_employed_business,19,F,21300.0,2024-01-03
100148,digital,Mombasa,formal_employed,41,F,46000.0,2024-06-19
100149,digital,Kakamega,civil_servant,36,F,36500.0,2024-06-29
100150,sales_assisted,Mombasa,self_employed_business,57,M,29800.0,2023-08-23
100151,sales_assisted,West Pokot,self_employed_business,32,F,42800.0,2024-07-26
100152,digital,Nairobi,informal_gig,35,F,8000.0,2023-01-16
100153,digital,Nakuru,informal_gig,35,F,36100.0,2023-03-10
100154,digital,Nakuru,informal_gig,38,M,27400.0,2023-08-13
100155,sales_assisted,Nakuru,informal_gig,24,F,8000.0,2025-05-07
100156,digital,Mombasa,formal_employed,32,F,55800.0,2024-09-25
100157,sales_assisted,Kiambu,informal_gig,40,M,25900.0,2023-02-16
100158,sales_assisted,Nakuru,self_employed_business,30,M,60300.0,2023-03-04
100159,sales_assisted,Machakos,informal_gig,40,F,37200.0,2025-01-22
100160,digital,Nairobi,self_employed_business,33,F,66800.0,2024-03-31
100161,sales_assisted,Kisumu,formal_employed,36,M,40000.0,2024-10-05
100162,digital,Nakuru,self_employed_business,43,F,46200.0,2023-10-07
100163,digital,Kisumu,informal_gig,30,M,17800.0,2023-09-18
100164,digital,Nairobi,self_employed_business,19,M,52900.0,2023-05-23
100165,digital,Uasin Gishu,informal_gig,30,M,8000.0,2024-06-21
100166,sales_assisted,West Pokot,formal_employed,25,F,22000.0,2024-05-30
100167,sales_assisted,Kiambu,formal_employed,18,M,37200.0,2024-05-09
100168,digital,West Pokot,self_employed_business,32,F,37100.0,2025-04-19
100169,sales_assisted,Nairobi,self_employed_business,34,M,40500.0,2024-08-23
100170,digital,Kisumu,informal_gig,42,M,33200.0,2025-04-19
100171,digital,Nakuru,civil_servant,22,M,29600.0,2024-10-25
100172,digital,West Pokot,informal_gig,33,M,10600.0,2023-04-29
100173,sales_assisted,Nairobi,self_employed_business,43,M,32100.0,2024-04-08
100174,digital,Nairobi,self_employed_business,27,M,28800.0,2025-05-24
100175,digital,Kakamega,civil_servant,37,M,48900.0,2024-10-06
100176,digital,Nairobi,informal_gig,47,M,35400.0,2023-04-15
100177,sales_assisted,Meru,informal_gig,18,F,34600.0,2023-06-28
100178,sales_assisted,Nairobi,self_employed_business,35,F,54600.0,2023-03-11
100179,sales_assisted,Kakamega,informal_gig,43,M,17000.0,2024-09-15
100180,sales_assisted,Kiambu,formal_employed,29,M,42100.0,2024-01-29
100181,sales_assisted,Eldoret,informal_gig,45,M,25700.0,2024-01-20
100182,digital,Nairobi,informal_gig,38,M,15200.0,2025-05-28
100183,digital,Nairobi,civil_servant,48,M,29200.0,2025-04-26
100184,sales_assisted,Nairobi,formal_employed,38,F,51700.0,2023-03-27
100185,sales_assisted,Nairobi,informal_gig,49,M,10000.0,2025-02-08
100186,digital,Kisumu,formal_employed,35,F,64700.0,2025-04-21
100187,digital,Nakuru,self_employed_business,20,F,31900.0,2023-01-02
100188,sales_assisted,Nairobi,informal_gig,27,M,26800.0,2025-04-02
100189,digital,Nairobi,self_employed_business,42,M,41100.0,2024-11-15
100190,sales_assisted,Uasin Gishu,self_employed_business,41,M,57100.0,2023-09-12
100191,digital,Nairobi,informal_gig,30,F,8000.0,2024-06-26
100192,digital,Nakuru,informal_gig,49,F,33100.0,2023-02-07
100193,sales_assisted,Mombasa,self_employed_business,29,M,56800.0,2024-10-04
100194,digital,Nairobi,self_employed_business,37,M,42300.0,2023-11-07
100195,digital,Uasin Gishu,informal_gig,36,M,26600.0,2023-08-21
100196,digital,Nairobi,self_employed_business,21,M,47100.0,2024-12-15
100197,sales_assisted,Kakamega,formal_employed,32,F,28800.0,2024-12-19
100198,digital,Eldoret,self_employed_business,54,M,38800.0,2023-11-16
100199,digital,Kiambu,informal_gig,24,M,29800.0,2023-05-07
100200,sales_assisted,Kakamega,formal_employed,38,F,12800.0,2024-10-28
100201,sales_assisted,Machakos,formal_employed,22,M,53500.0,2025-03-19
100202,digital,Mombasa,civil_servant,24,M,41400.0,2025-02-27
100203,digital,Mombasa,informal_gig,20,M,27500.0,2024-01-26
100204,digital,Meru,self_employed_business,41,F,18700.0,2024-04-11
100205,digital,Kisumu,informal_gig,25,F,15500.0,2023-04-06
100206,digital,Kisumu,civil_servant,44,F,17700.0,2023-10-22
100207,sales_assisted,Nairobi,self_employed_business,28,F,16600.0,2024-09-22
100208,digital,Nairobi,formal_employed,34,F,60000.0,2024-11-19
100209,digital,Nakuru,informal_gig,36,F,16800.0,2023-12-15
100210,sales_assisted,Nairobi,civil_servant,18,M,29400.0,2025-04-09
100211,digital,Mombasa,informal_gig,34,M,31600.0,2023-08-18
100212,digital,Nairobi,formal_employed,36,M,38800.0,2024-09-23
100213,sales_assisted,Kisumu,civil_servant,43,M,55400.0,2024-08-25
100214,sales_assisted,Meru,informal_gig,24,F,12800.0,2024-06-19
100215,sales_assisted,Kisumu,self_employed_business,25,F,32700.0,2023-10-28
100216,digital,Meru,civil_servant,38,F,25500.0,2024-10-01
100217,digital,Nairobi,informal_gig,45,M,26800.0,2023-07-15
100218,sales_assisted,Nairobi,informal_gig,27,M,20200.0,2025-01-16
100219,digital,Meru,civil_servant,21,F,51700.0,2024-06-26
100220,digital,Kiambu,formal_employed,30,M,47800.0,2024-01-05
100221,digital,Meru,informal_gig,23,M,8000.0,2023-11-12
100222,sales_assisted,Kakamega,self_employed_business,36,M,34000.0,2023-04-23
100223,sales_assisted,Meru,informal_gig,23,F,8500.0,2023-02-17
100224,digital,Meru,informal_gig,41,M,25000.0,2023-10-10
100225,sales_assisted,Meru,informal_gig,34,F,26900.0,2023-07-24
100226,digital,Meru,informal_gig,42,M,27800.0,2024-09-10
100227,digital,Nairobi,informal_gig,18,M,20900.0,2024-02-10
100228,sales_assisted,Nairobi,formal_employed,18,F,15600.0,2023-05-19
100229,digital,Nakuru,self_employed_business,44,M,41200.0,2024-05-31
100230,digital,Kisumu,formal_employed,26,M,52300.0,2024-07-25
100231,digital,Machakos,informal_gig,19,F,20400.0,2024-03-13
100232,sales_assisted,Nakuru,informal_gig,31,M,22800.0,2024-08-10
100233,digital,Nairobi,self_employed_business,35,M,9300.0,2025-04-06
100234,sales_assisted,Machakos,formal_employed,31,M,46200.0,2024-06-22
100235,sales_assisted,Nairobi,self_employed_business,37,M,36400.0,2023-11-04
100236,digital,Kiambu,self_employed_business,35,M,19600.0,2024-07-17
100237,sales_assisted,Nairobi,civil_servant,35,F,48500.0,2025-02-19
100238,digital,Nakuru,informal_gig,45,F,17700.0,2024-07-31
100239,digital,Mombasa,self_employed_business,32,M,41500.0,2024-03-06
100240,sales_assisted,Nakuru,informal_gig,32,M,26300.0,2023-04-15
100241,sales_assisted,Nairobi,formal_employed,40,F,50900.0,2024-09-05
100242,digital,Nairobi,formal_employed,37,F,20900.0,2024-12-06
100243,digital,Nakuru,informal_gig,24,M,18600.0,2024-05-01
100244,digital,Nakuru,informal_gig,32,F,40700.0,2024-07-22
100245,sales_assisted,Machakos,formal_employed,36,M,70100.0,2023-04-08
100246,digital,Nairobi,formal_employed,27,M,60000.0,2025-05-20
100247,digital,Mombasa,self_employed_business,28,M,42200.0,2024-01-16
100248,digital,Nairobi,formal_employed,20,F,27200.0,2025-03-05
100249,digital,Uasin Gishu,self_employed_business,18,M,35500.0,2024-08-30
100250,sales_assisted,Kiambu,self_employed_business,29,F,31600.0,2024-10-10
100251,sales_assisted,Nyeri,civil_servant,34,M,38600.0,2023-09-06
100252,digital,Uasin Gishu,self_employed_business,23,M,16000.0,2023-08-25
100253,digital,Nakuru,formal_employed,45,M,62200.0,2023-10-25
100254,digital,Meru,formal_employed,23,M,8000.0,2023-08-31
100255,sales_assisted,Nakuru,formal_employed,41,F,60400.0,2024-09-23
100256,sales_assisted,West Pokot,informal_gig,36,F,29700.0,2023-05-19
100257,digital,Mombasa,self_employed_business,52,M,73400.0,2024-10-22
100258,digital,Nakuru,formal_employed,37,M,40500.0,2023-05-13
100259,digital,Uasin Gishu,civil_servant,19,M,31700.0,2024-04-27
100260,digital,Kiambu,informal_gig,42,F,23100.0,2023-09-21
100261,sales_assisted,Nyeri,formal_employed,48,M,55100.0,2024-10-24
100262,digital,Nairobi,formal_employed,18,F,43400.0,2023-09-16
100263,digital,Nairobi,informal_gig,38,M,11600.0,2025-01-27
100264,sales_assisted,Nakuru,informal_gig,40,M,26900.0,2025-02-26
100265,digital,Mombasa,civil_servant,31,F,40000.0,2024-04-02
100266,digital,Mombasa,formal_employed,18,F,26900.0,2023-01-22
100267,digital,Nakuru,informal_gig,30,M,8000.0,2024-09-17
100268,digital,Kiambu,formal_employed,27,M,89400.0,2024-09-06
100269,digital,Nairobi,self_employed_business,46,M,50600.0,2023-01-12
100270,digital,Meru,informal_gig,32,M,26900.0,2024-05-21
100271,digital,Kiambu,informal_gig,29,F,21000.0,2023-01-27
100272,digital,Eldoret,formal_employed,27,F,57400.0,2023-08-11
100273,digital,Nakuru,formal_employed,35,M,26100.0,2024-06-26
100274,sales_assisted,Nairobi,informal_gig,33,M,23800.0,2024-02-22
100275,digital,Nairobi,formal_employed,25,F,49400.0,2024-07-26
100276,digital,Machakos,self_employed_business,35,F,22400.0,2024-01-10
100277,digital,Mombasa,formal_employed,27,F,43100.0,2023-09-22
100278,sales_assisted,Nairobi,formal_employed,18,F,37600.0,2023-03-04
100279,sales_assisted,Nyeri,informal_gig,39,M,15300.0,2024-07-09
100280,digital,Kakamega,formal_employed,38,F,35300.0,2024-05-02
100281,digital,Kiambu,self_employed_business,34,M,12100.0,2023-04-02
100282,digital,Mombasa,informal_gig,29,F,31400.0,2023-04-14
100283,digital,Uasin Gishu,formal_employed,32,M,73100.0,2024-11-23
100284,digital,Nairobi,informal_gig,40,F,13800.0,2025-01-14
100285,digital,Nairobi,self_employed_business,27,M,54900.0,2023-11-14
100286,digital,West Pokot,informal_gig,40,M,21700.0,2025-05-31
100287,digital,West Pokot,informal_gig,19,M,21900.0,2024-05-29
100288,digital,Mombasa,informal_gig,34,F,10600.0,2024-05-07
100289,digital,Nairobi,self_employed_business,33,F,29500.0,2025-05-31
100290,sales_assisted,Nakuru,informal_gig,42,M,26700.0,2024-07-07
100291,digital,Machakos,informal_gig,24,M,13400.0,2024-04-09
100292,sales_assisted,Kiambu,self_employed_business,25,M,26700.0,2023-04-22
100293,digital,Nakuru,formal_employed,20,F,35900.0,2024-04-19
100294,sales_assisted,Nairobi,formal_employed,27,M,8000.0,2023-10-22
100295,sales_assisted,Kakamega,formal_employed,35,F,50900.0,2023-04-03
100296,sales_assisted,Meru,formal_employed,18,F,56500.0,2024-04-24
100297,sales_assisted,Mombasa,civil_servant,29,F,45800.0,2023-02-09
100298,sales_assisted,Eldoret,civil_servant,38,M,55100.0,2025-04-15
100299,sales_assisted,Nyeri,formal_employed,32,F,37000.0,2025-04-10
100300,sales_assisted,Nairobi,civil_servant,33,M,69000.0,2024-10-13
100301,digital,Kisumu,informal_gig,19,F,14600.0,2025-02-18
100302,digital,Eldoret,self_employed_business,32,F,34600.0,2025-01-13
100303,digital,Kisumu,civil_servant,33,F,34800.0,2024-12-30
100304,sales_assisted,Kiambu,informal_gig,31,M,23600.0,2023-04-23
100305,digital,Eldoret,self_employed_business,34,F,34400.0,2025-06-13
100306,digital,Kisumu,formal_employed,30,F,43100.0,2023-07-31
100307,sales_assisted,Nairobi,formal_employed,28,F,32800.0,2023-03-29
100308,digital,Meru,civil_servant,23,M,33000.0,2025-03-01
100309,digital,Nairobi,formal_employed,41,F,8000.0,2024-11-20
100310,digital,Nairobi,formal_employed,21,M,59400.0,2024-06-23
100311,digital,Mombasa,formal_employed,34,F,26600.0,2023-04-11
100312,digital,Kisumu,self_employed_business,49,F,30500.0,2023-10-14
100313,digital,Nyeri,self_employed_business,42,F,21900.0,2024-07-25
100314,digital,Meru,civil_servant,37,M,49100.0,2024-09-25
100315,digital,Kiambu,self_employed_business,35,F,29700.0,2024-10-08
100316,digital,Nakuru,informal_gig,31,F,8000.0,2023-08-13
100317,sales_assisted,Kisumu,self_employed_business,24,M,42300.0,2024-09-16
100318,digital,Nyeri,self_employed_business,30,F,26600.0,2023-04-10
100319,sales_assisted,Mombasa,formal_employed,38,M,44600.0,2023-08-27
100320,sales_assisted,Kiambu,formal_employed,36,M,60000.0,2023-01-16
100321,digital,Kisumu,informal_gig,40,F,13300.0,2025-03-05
100322,digital,Nairobi,informal_gig,43,M,21600.0,2023-11-28
100323,digital,Eldoret,self_employed_business,31,F,26300.0,2024-05-24
100324,sales_assisted,Nairobi,civil_servant,34,M,55800.0,2023-01-10
100325,sales_assisted,Nairobi,informal_gig,18,F,22700.0,2025-04-02
100326,sales_assisted,Nairobi,formal_employed,53,M,44600.0,2023-12-26
100327,digital,Nairobi,self_employed_business,29,F,19100.0,2024-02-05
100328,sales_assisted,Nakuru,informal_gig,38,F,28600.0,2023-11-19
100329,digital,West Pokot,informal_gig,29,F,29700.0,2023-11-05
100330,sales_assisted,Mombasa,formal_employed,29,M,31200.0,2023-10-04
100331,digital,Kiambu,formal_employed,30,F,47800.0,2025-03-19
100332,sales_assisted,Kisumu,self_employed_business,21,F,46900.0,2023-03-13
100333,sales_assisted,Nairobi,formal_employed,18,M,84900.0,2025-01-04
100334,digital,Nairobi,formal_employed,43,M,52000.0,2023-08-18
100335,digital,Uasin Gishu,informal_gig,37,M,22000.0,2023-03-19
100336,digital,Eldoret,self_employed_business,24,F,35600.0,2025-02-24
100337,sales_assisted,Uasin Gishu,formal_employed,37,M,43300.0,2024-01-30
100338,digital,Nakuru,self_employed_business,40,F,49700.0,2025-03-24
100339,sales_assisted,Meru,formal_employed,26,F,29100.0,2023-03-10
100340,digital,Machakos,self_employed_business,36,M,52200.0,2023-03-07
100341,sales_assisted,Nyeri,informal_gig,42,M,8400.0,2025-02-22
100342,sales_assisted,Nairobi,informal_gig,20,M,27900.0,2023-08-16
100343,digital,Uasin Gishu,formal_employed,37,M,62000.0,2024-03-06
100344,sales_assisted,Mombasa,informal_gig,36,M,29100.0,2023-05-28
100345,sales_assisted,Kiambu,informal_gig,49,F,24400.0,2023-08-24
100346,sales_assisted,Kisumu,self_employed_business,38,F,44000.0,2024-06-03
100347,digital,Kisumu,civil_servant,29,M,33600.0,2023-03-05
100348,digital,Nakuru,formal_employed,30,M,24800.0,2024-11-24
100349,digital,Kiambu,formal_employed,51,F,49500.0,2023-09-21
100350,digital,Nairobi,informal_gig,29,F,22600.0,2025-03-29
100351,digital,Mombasa,self_employed_business,38,F,52000.0,2023-11-25
100352,digital,Kisumu,self_employed_business,30,F,35900.0,2024-10-11
100353,digital,Machakos,formal_employed,42,M,47900.0,2025-05-23
100354,digital,Mombasa,formal_employed,43,F,50200.0,2024-08-11
100355,digital,Kakamega,formal_employed,32,M,55300.0,2025-06-10
100356,sales_assisted,Mombasa,formal_employed,29,M,62100.0,2024-10-06
100357,sales_assisted,Kakamega,civil_servant,29,F,24700.0,2024-02-21
100358,digital,Kakamega,formal_employed,18,F,57600.0,2025-06-04
100359,digital,Meru,informal_gig,33,F,20400.0,2025-04-02
100360,sales_assisted,Kiambu,formal_employed,33,F,56600.0,2025-04-19
100361,digital,Kisumu,self_employed_business,25,F,60500.0,2024-12-19
100362,digital,Nairobi,civil_servant,18,M,8000.0,2023-03-29
100363,digital,Kakamega,formal_employed,34,M,66900.0,2024-11-23
100364,sales_assisted,Nairobi,formal_employed,35,F,42900.0,2023-07-25
100365,digital,Nairobi,informal_gig,36,M,14500.0,2023-08-30
100366,sales_assisted,Kiambu,formal_employed,24,M,37100.0,2024-12-02
100367,sales_assisted,Mombasa,formal_employed,36,M,26400.0,2024-10-30
100368,digital,Mombasa,civil_servant,31,F,48100.0,2023-03-09
100369,sales_assisted,Nyeri,self_employed_business,40,F,22300.0,2025-06-10
100370,sales_assisted,Nairobi,informal_gig,24,F,32600.0,2024-09-11
100371,digital,Nairobi,formal_employed,43,F,57500.0,2025-01-25
100372,digital,Nairobi,formal_employed,46,F,49100.0,2025-03-24
100373,digital,Nairobi,self_employed_business,34,M,8000.0,2024-05-02
100374,digital,Meru,informal_gig,36,F,10400.0,2023-10-27
100375,digital,Machakos,formal_employed,40,F,43600.0,2023-01-01
100376,sales_assisted,Kisumu,informal_gig,23,F,21800.0,2024-10-10
100377,digital,Nairobi,informal_gig,28,M,30300.0,2023-12-06
100378,digital,Kisumu,self_employed_business,34,F,8000.0,2024-01-13
100379,sales_assisted,Nairobi,self_employed_business,51,F,26500.0,2024-08-11
100380,digital,Kakamega,self_employed_business,22,M,50700.0,2024-01-10
100381,sales_assisted,Eldoret,informal_gig,47,M,19000.0,2023-05-05
100382,sales_assisted,Nairobi,formal_employed,31,M,36600.0,2025-02-22
100383,digital,Kiambu,informal_gig,32,F,8000.0,2024-01-01
100384,digital,Machakos,self_employed_business,43,M,54100.0,2024-10-09
100385,sales_assisted,Nakuru,civil_servant,51,F,32200.0,2024-10-01
100386,sales_assisted,Eldoret,civil_servant,36,F,57500.0,2023-08-13
100387,sales_assisted,Eldoret,formal_employed,43,F,71400.0,2025-03-13
100388,digital,Nairobi,self_employed_business,24,M,58000.0,2025-06-08
