loan_id,customer_id,disbursed_date,tenor_days,loan_status,days_late_final,repaid_pct_final,approved_amount_kes,due_date
500107,100051,2023-11-28,60.0,closed_good,0.0,1.0,20400.0,2024-01-27
500109,100053,2023-04-16,60.0,closed_good,0.0,1.0,44200.0,2023-06-15
500110,100054,2024-02-14,30.0,closed_default,132.0,0.565,12700.0,2024-03-15
500111,100055,2025-06-15,60.0,closed_good,5.0,1.0,5000.0,2025-08-14
500117,100057,2023-07-26,30.0,closed_default,69.0,0.376,6400.0,2023-08-25
500120,100059,2025-05-03,60.0,closed_good,0.0,1.0,58000.0,2025-07-02
500121,100059,2025-08-05,60.0,closed_good,1.0,1.0,41400.0,2025-10-04
500124,100060,2024-08-21,120.0,closed_default,77.0,0.41,16300.0,2024-12-19
500126,100062,2025-01-04,60.0,closed_default,173.0,0.598,7200.0,2025-03-05
500129,100063,2025-02-01,120.0,closed_good,0.0,1.0,24000.0,2025-06-01
500130,100063,2025-04-14,30.0,closed_good,0.0,1.0,44200.0,2025-05-14
500141,100067,2023-06-23,120.0,closed_default,170.0,0.498,10000.0,2023-10-21
500143,100068,2024-02-03,60.0,closed_default,82.0,0.11,3800.0,2024-04-03
500146,100069,2023-06-05,60.0,closed_good,8.0,1.0,14000.0,2023-08-04
500147,100069,2023-08-18,90.0,closed_good,0.0,1.0,42200.0,2023-11-16
500149,100069,2024-01-27,90.0,closed_default,175.0,0.411,35700.0,2024-04-26
500151,100071,2024-01-06,120.0,closed_good,2.0,1.0,22800.0,2024-05-05
500152,100072,2025-05-03,60.0,closed_good,0.0,1.0,48500.0,2025-07-02
500154,100072,2025-11-22,30.0,closed_default,82.0,0.041,17800.0,2025-12-22
500160,100075,2023-12-26,30.0,closed_good,13.0,1.0,18900.0,2024-01-25
500162,100076,2024-04-10,60.0,written_off,150.0,0.035,11200.0,2024-06-09
500163,100077,2023-02-02,30.0,written_off,140.0,0.271,6500.0,2023-03-04
500165,100078,2024-10-21,90.0,closed_good,0.0,1.0,64800.0,2025-01-19
500166,100079,2023-03-15,120.0,closed_default,88.0,0.06,30200.0,2023-07-13
500174,100082,2024-09-17,90.0,closed_default,184.0,0.258,8100.0,2024-12-16
500175,100083,2023-01-31,90.0,closed_good,6.0,1.0,14500.0,2023-05-01
500177,100084,2024-07-26,90.0,closed_good,6.0,1.0,11700.0,2024-10-24
500178,100085,2024-11-13,30.0,closed_good,0.0,1.0,4100.0,2024-12-13
500185,100088,2025-06-25,60.0,closed_good,1.0,1.0,14300.0,2025-08-24
500186,100089,2024-03-15,90.0,closed_default,91.0,0.333,7600.0,2024-06-13
500188,100090,2024-12-21,90.0,closed_good,0.0,1.0,10000.0,2025-03-21
500191,100092,2024-06-14,90.0,closed_default,188.0,0.135,16200.0,2024-09-12
500192,100093,2024-05-18,120.0,closed_good,12.0,1.0,40500.0,2024-09-15
500194,100094,2024-12-29,60.0,closed_good,0.0,1.0,9300.0,2025-02-27
500196,100095,2025-03-12,90.0,closed_good,7.0,1.0,17500.0,2025-06-10
500197,100096,2024-09-10,60.0,closed_default,49.0,0.04,11700.0,2024-11-09
500199,100097,2025-04-21,120.0,closed_default,166.0,0.087,4300.0,2025-08-19
500200,100097,2025-06-14,90.0,closed_good,1.0,1.0,11600.0,2025-09-12
500201,100098,2023-09-17,120.0,closed_good,0.0,1.0,25400.0,2024-01-15
500202,100099,2023-06-05,30.0,written_off,57.0,0.5,5200.0,2023-07-05
500204,100100,2023-04-09,60.0,closed_good,5.0,1.0,53400.0,2023-06-08
500205,100100,2023-07-20,30.0,closed_good,3.0,1.0,48400.0,2023-08-19
500206,100100,2023-08-16,90.0,closed_good,0.0,1.0,11000.0,2023-11-14
500207,100101,2023-01-29,90.0,closed_good,2.0,1.0,36200.0,2023-04-29
500208,100101,2023-03-26,120.0,closed_default,87.0,0.004,25200.0,2023-07-24
500210,100102,2024-02-08,30.0,closed_good,1.0,1.0,7500.0,2024-03-09
500211,100102,2024-03-20,90.0,closed_default,129.0,0.318,5000.0,2024-06-18
500212,100103,2025-02-21,30.0,closed_default,99.0,0.197,37800.0,2025-03-23
500213,100103,2025-06-02,90.0,closed_default,179.0,0.14,6700.0,2025-08-31
500216,100105,2024-08-17,30.0,closed_default,75.0,0.343,8500.0,2024-09-16
500219,100108,2025-01-01,120.0,closed_good,12.0,1.0,5900.0,2025-05-01
500221,100109,2023-03-16,60.0,written_off,48.0,0.383,34000.0,2023-05-15
500223,100110,2023-09-03,30.0,closed_good,0.0,1.0,16300.0,2023-10-03
500228,100113,2025-06-12,120.0,closed_default,133.0,0.599,9300.0,2025-10-10
500236,100117,2023-06-01,60.0,written_off,162.0,0.178,13000.0,2023-07-31
500239,100118,2023-07-19,30.0,closed_default,50.0,0.429,7100.0,2023-08-18
500240,100119,2023-12-11,120.0,closed_good,0.0,1.0,7500.0,2024-04-09
500244,100122,2023-09-11,60.0,closed_good,1.0,1.0,25400.0,2023-11-10
500245,100122,2023-12-03,60.0,closed_good,8.0,1.0,15700.0,2024-02-01
500248,100124,2023-11-25,90.0,closed_default,105.0,0.013,10300.0,2024-02-23
500249,100124,2024-02-13,60.0,closed_default,33.0,0.431,4100.0,2024-04-13
500251,100124,2024-09-14,30.0,closed_default,147.0,0.455,8500.0,2024-10-14
500252,100125,2023-02-25,90.0,closed_default,32.0,0.394,1000.0,2023-05-26
500255,100128,2024-01-06,60.0,closed_default,193.0,0.422,6100.0,2024-03-06
500257,100129,2023-11-06,60.0,written_off,51.0,0.303,13800.0,2024-01-05
500258,100130,2025-03-29,120.0,closed_good,0.0,1.0,20400.0,2025-07-27
500260,100132,2024-02-26,30.0,closed_good,0.0,1.0,2700.0,2024-03-27
500264,100133,2024-01-10,30.0,closed_default,72.0,0.133,21900.0,2024-02-09
500265,100134,2024-11-09,90.0,written_off,52.0,0.179,12400.0,2025-02-07
500266,100134,2025-02-03,30.0,closed_default,49.0,0.559,5400.0,2025-03-05
500267,100135,2025-02-03,90.0,closed_good,1.0,1.0,46900.0,2025-05-04
500268,100136,2023-02-03,90.0,closed_good,0.0,1.0,13600.0,2023-05-04
500272,100137,2023-12-18,120.0,closed_good,3.0,1.0,24300.0,2024-04-16
500273,100137,2024-04-06,30.0,written_off,49.0,0.12,8000.0,2024-05-06
500275,100138,2025-03-15,90.0,written_off,137.0,0.322,9500.0,2025-06-13
500279,100139,2023-08-07,30.0,written_off,80.0,0.257,17400.0,2023-09-06
500280,100139,2023-11-05,30.0,closed_default,194.0,0.233,7100.0,2023-12-05
500282,100140,2023-10-01,120.0,closed_default,93.0,0.12,10100.0,2024-01-29
500283,100141,2025-01-19,120.0,closed_good,0.0,1.0,25400.0,2025-05-19
500287,100143,2023-09-14,30.0,closed_good,0.0,1.0,7000.0,2023-10-14
500288,100143,2023-12-24,60.0,closed_good,1.0,1.0,5700.0,2024-02-22
500289,100144,2025-03-01,60.0,closed_good,0.0,1.0,33900.0,2025-04-30
500293,100147,2024-01-06,30.0,closed_good,0.0,1.0,10100.0,2024-02-05
500295,100148,2024-09-01,60.0,closed_default,87.0,0.044,20100.0,2024-10-31
500298,100149,2024-07-08,30.0,closed_default,106.0,0.388,7300.0,2024-08-07
500299,100149,2024-08-22,60.0,closed_default,139.0,0.425,11600.0,2024-10-21
500300,100149,2024-11-02,30.0,closed_default,92.0,0.115,14200.0,2024-12-02
500304,100151,2024-07-31,60.0,closed_good,11.0,1.0,12600.0,2024-09-29
500307,100152,2023-02-25,120.0,closed_default,97.0,0.112,3800.0,2023-06-25
500310,100153,2023-03-15,120.0,closed_good,0.0,1.0,10200.0,2023-07-13
500314,100154,2023-08-17,120.0,closed_good,0.0,1.0,13900.0,2023-12-15
500316,100156,2024-09-28,120.0,closed_good,7.0,1.0,42300.0,2025-01-26
500320,100157,2023-09-30,30.0,closed_default,163.0,0.29,8000.0,2023-10-30
500321,100158,2023-03-13,60.0,closed_good,13.0,1.0,20300.0,2023-05-12
500324,100160,2024-04-03,60.0,closed_good,0.0,1.0,58400.0,2024-06-02
500328,100162,2023-12-02,30.0,written_off,199.0,0.256,16300.0,2024-01-01
500331,100163,2024-01-26,60.0,closed_good,1.0,1.0,4100.0,2024-03-26
500333,100164,2023-09-19,90.0,closed_good,5.0,1.0,27600.0,2023-12-18
500336,100165,2024-06-24,30.0,closed_default,81.0,0.271,2400.0,2024-07-24
500337,100166,2024-06-05,90.0,closed_default,67.0,0.27,11800.0,2024-09-03
500341,100167,2024-10-13,90.0,closed_default,106.0,0.065,18700.0,2025-01-11
500344,100169,2024-12-26,30.0,written_off,192.0,0.401,18600.0,2025-01-25
500345,100170,2025-04-21,120.0,closed_good,0.0,1.0,17400.0,2025-08-19
500348,100171,2024-11-01,120.0,closed_good,4.0,1.0,14700.0,2025-03-01
500349,100172,2023-05-03,30.0,closed_good,0.0,1.0,2300.0,2023-06-02
500351,100173,2024-06-17,30.0,closed_default,98.0,0.401,5800.0,2024-07-17
500355,100175,2024-10-14,120.0,closed_good,0.0,1.0,26300.0,2025-02-11
500359,100176,2023-05-25,90.0,closed_good,0.0,1.0,12700.0,2023-08-23
500360,100176,2023-08-04,120.0,closed_default,188.0,0.302,9100.0,2023-12-02
500364,100178,2023-05-29,60.0,closed_good,1.0,1.0,12500.0,2023-07-28
500366,100178,2023-12-06,90.0,closed_good,9.0,1.0,10700.0,2024-03-05
500369,100181,2024-01-21,60.0,written_off,139.0,0.566,6700.0,2024-03-21
500372,100182,2025-08-13,120.0,written_off,31.0,0.562,9600.0,2025-12-11
500374,100183,2025-08-20,90.0,closed_good,0.0,1.0,17700.0,2025-11-18
500376,100184,2023-04-01,90.0,closed_good,0.0,1.0,6900.0,2023-06-30
500378,100184,2023-07-30,120.0,written_off,66.0,0.489,36300.0,2023-11-27
500381,100186,2025-07-06,120.0,closed_good,1.0,1.0,28100.0,2025-11-03
500382,100187,2023-01-12,60.0,written_off,72.0,0.276,7300.0,2023-03-13
500383,100188,2025-04-04,30.0,written_off,188.0,0.393,10700.0,2025-05-04
500388,100191,2024-07-03,30.0,closed_good,0.0,1.0,3300.0,2024-08-02
500389,100192,2023-02-17,90.0,closed_default,42.0,0.217,11000.0,2023-05-18
500391,100194,2023-11-10,120.0,closed_default,111.0,0.291,20000.0,2024-03-09
500392,100195,2023-08-26,30.0,closed_good,0.0,1.0,19000.0,2023-09-25
500393,100195,2023-09-20,90.0,written_off,82.0,0.122,13500.0,2023-12-19
500395,100196,2024-12-24,90.0,closed_good,3.0,1.0,22400.0,2025-03-24
500400,100198,2023-11-21,90.0,closed_good,3.0,1.0,36000.0,2024-02-19
500401,100199,2023-05-09,90.0,closed_good,0.0,1.0,9500.0,2023-08-07
500402,100199,2023-08-27,90.0,closed_good,6.0,1.0,13600.0,2023-11-25
500409,100203,2024-03-14,60.0,closed_default,195.0,0.083,16700.0,2024-05-13
500410,100204,2024-04-20,60.0,closed_default,85.0,0.306,3700.0,2024-06-19
500413,100205,2023-05-10,30.0,closed_good,0.0,1.0,8400.0,2023-06-09
500418,100207,2024-09-25,120.0,written_off,159.0,0.136,6000.0,2025-01-23
500420,100208,2025-02-05,120.0,closed_good,12.0,1.0,11000.0,2025-06-05
500421,100209,2023-12-19,120.0,closed_default,97.0,0.138,5800.0,2024-04-17
500424,100210,2025-04-09,30.0,closed_good,0.0,1.0,11600.0,2025-05-09
500425,100211,2023-08-18,60.0,written_off,98.0,0.243,19800.0,2023-10-17
500427,100212,2024-09-26,90.0,closed_good,0.0,1.0,22300.0,2024-12-25
500428,100212,2024-11-26,120.0,closed_good,0.0,1.0,26300.0,2025-03-26
500432,100215,2023-11-02,120.0,closed_default,151.0,0.293,13200.0,2024-03-01
500433,100216,2024-10-04,60.0,closed_good,5.0,1.0,7600.0,2024-12-03
500437,100217,2024-01-11,90.0,written_off,199.0,0.556,9400.0,2024-04-10
500439,100219,2024-07-04,60.0,closed_default,169.0,0.32,10500.0,2024-09-02
500444,100221,2024-01-10,90.0,closed_good,3.0,1.0,1300.0,2024-04-09
500445,100222,2023-04-27,90.0,closed_good,0.0,1.0,19100.0,2023-07-26
500446,100222,2023-07-19,60.0,closed_good,3.0,1.0,17300.0,2023-09-17
500451,100224,2023-10-19,60.0,written_off,188.0,0.199,7800.0,2023-12-18
500453,100225,2023-11-08,30.0,closed_default,151.0,0.321,15600.0,2023-12-08
500458,100227,2024-04-13,30.0,closed_good,0.0,1.0,7600.0,2024-05-13
500461,100228,2023-12-10,60.0,written_off,168.0,0.219,7900.0,2024-02-08
500465,100231,2024-06-26,60.0,closed_default,32.0,0.234,9100.0,2024-08-25
500469,100232,2024-12-06,90.0,closed_default,158.0,0.046,12500.0,2025-03-06
500470,100233,2025-04-08,120.0,closed_good,0.0,1.0,1100.0,2025-08-06
500471,100234,2024-06-25,120.0,closed_good,13.0,1.0,15400.0,2024-10-23
500472,100235,2023-11-09,120.0,closed_good,0.0,1.0,29100.0,2024-03-08
500473,100235,2023-12-20,60.0,closed_default,179.0,0.324,12800.0,2024-02-18
500474,100236,2024-07-27,60.0,closed_default,158.0,0.553,1900.0,2024-09-25
500476,100237,2025-02-24,90.0,closed_good,0.0,1.0,16100.0,2025-05-25
500477,100237,2025-03-29,90.0,closed_good,1.0,1.0,19200.0,2025-06-27
500478,100237,2025-05-16,60.0,closed_good,5.0,1.0,20900.0,2025-07-15
500479,100238,2024-08-01,120.0,closed_good,0.0,1.0,15200.0,2024-11-29
500483,100241,2024-09-10,30.0,closed_good,0.0,1.0,27200.0,2024-10-10
500485,100243,2024-05-02,30.0,written_off,126.0,0.474,19500.0,2024-06-01
500488,100245,2023-04-17,60.0,closed_good,1.0,1.0,19300.0,2023-06-16
500489,100246,2025-05-22,30.0,closed_good,0.0,1.0,41200.0,2025-06-21
500490,100247,2024-01-23,30.0,closed_default,148.0,0.246,20800.0,2024-02-22
500494,100249,2024-11-17,60.0,written_off,149.0,0.392,11500.0,2025-01-16
500497,100251,2023-09-09,30.0,closed_good,0.0,1.0,28600.0,2023-10-09
500500,100253,2023-11-01,90.0,closed_default,104.0,0.058,21000.0,2024-01-30
500501,100254,2023-09-10,90.0,closed_good,0.0,1.0,7600.0,2023-12-09
500503,100255,2024-12-30,30.0,written_off,47.0,0.522,21700.0,2025-01-29
500505,100257,2024-10-31,120.0,closed_good,0.0,1.0,35700.0,2025-02-28
500507,100258,2023-05-18,30.0,closed_good,4.0,1.0,27200.0,2023-06-17
500508,100258,2023-07-02,120.0,closed_good,0.0,1.0,41800.0,2023-10-30
500509,100258,2023-09-16,90.0,closed_good,2.0,1.0,18900.0,2023-12-15
500510,100258,2023-12-02,120.0,closed_good,10.0,1.0,31000.0,2024-03-31
500511,100259,2024-05-05,90.0,closed_good,0.0,1.0,14800.0,2024-08-03
500512,100259,2024-08-03,60.0,closed_good,0.0,1.0,19400.0,2024-10-02
500513,100260,2023-09-23,90.0,written_off,142.0,0.235,5700.0,2023-12-22
500517,100262,2023-09-23,30.0,closed_good,5.0,1.0,22600.0,2023-10-23
500518,100262,2023-11-14,120.0,closed_good,0.0,1.0,23400.0,2024-03-13
500519,100262,2024-02-13,120.0,closed_good,0.0,1.0,28300.0,2024-06-12
500520,100263,2025-02-01,60.0,closed_good,7.0,1.0,5800.0,2025-04-02
500521,100263,2025-05-08,120.0,closed_good,0.0,1.0,3300.0,2025-09-05
500522,100263,2025-06-20,30.0,closed_good,6.0,1.0,2800.0,2025-07-20
500524,100264,2025-06-16,60.0,closed_default,90.0,0.311,8800.0,2025-08-15
500528,100267,2024-11-04,60.0,written_off,49.0,0.498,5000.0,2025-01-03
500529,100268,2024-09-11,120.0,closed_good,0.0,1.0,31500.0,2025-01-09
500530,100268,2024-10-18,90.0,closed_good,0.0,1.0,19700.0,2025-01-16
500532,100269,2023-04-21,60.0,closed_default,166.0,0.043,8800.0,2023-06-20
500535,100270,2024-05-29,90.0,closed_good,5.0,1.0,7700.0,2024-08-27
500536,100271,2023-02-05,60.0,closed_default,89.0,0.051,17200.0,2023-04-06
500540,100274,2024-02-28,60.0,written_off,45.0,0.163,10000.0,2024-04-28
500543,100276,2024-01-19,60.0,closed_good,0.0,1.0,6600.0,2024-03-19
500544,100277,2023-09-29,30.0,closed_good,2.0,1.0,25900.0,2023-10-29
500545,100277,2023-11-21,120.0,closed_good,0.0,1.0,31800.0,2024-03-20
500546,100278,2023-03-06,30.0,closed_good,0.0,1.0,32100.0,2023-04-05
500551,100280,2024-05-07,30.0,written_off,73.0,0.233,25800.0,2024-06-06
500555,100283,2024-12-01,60.0,closed_good,0.0,1.0,39700.0,2025-01-30
500558,100285,2024-03-06,30.0,closed_good,1.0,1.0,18600.0,2024-04-05
500559,100285,2024-04-13,60.0,closed_default,130.0,0.424,20100.0,2024-06-12
500563,100288,2024-05-08,90.0,closed_default,44.0,0.006,7500.0,2024-08-06
500565,100289,2025-06-03,90.0,closed_default,128.0,0.599,11500.0,2025-09-01
500568,100290,2024-07-13,60.0,closed_good,0.0,1.0,14000.0,2024-09-11
500571,100293,2024-04-23,60.0,closed_good,6.0,1.0,27000.0,2024-06-22
500572,100294,2023-10-25,90.0,closed_default,108.0,0.337,1300.0,2024-01-23
500575,100296,2024-04-27,90.0,closed_default,194.0,0.594,39300.0,2024-07-26
500576,100297,2023-02-14,30.0,closed_good,8.0,1.0,36200.0,2023-03-16
500577,100297,2023-03-16,60.0,closed_good,0.0,1.0,16800.0,2023-05-15
500578,100298,2025-04-20,30.0,closed_default,44.0,0.319,13600.0,2025-05-20
500579,100299,2025-04-15,90.0,closed_good,0.0,1.0,31200.0,2025-07-14
500580,100300,2024-10-23,30.0,closed_good,0.0,1.0,22200.0,2024-11-22
500582,100302,2025-01-23,90.0,written_off,187.0,0.582,12400.0,2025-04-23
500588,100304,2023-09-17,60.0,closed_good,10.0,1.0,6900.0,2023-11-16
500590,100305,2025-06-20,90.0,closed_default,73.0,0.318,16700.0,2025-09-18
500591,100306,2023-08-06,90.0,closed_good,0.0,1.0,31400.0,2023-11-04
500594,100307,2023-04-30,60.0,written_off,126.0,0.04,19900.0,2023-06-29
500597,100308,2025-03-08,30.0,closed_good,0.0,1.0,29700.0,2025-04-07
500599,100309,2025-01-08,120.0,closed_good,0.0,1.0,3000.0,2025-05-08
500600,100309,2025-05-03,60.0,closed_good,0.0,1.0,1700.0,2025-07-02
500601,100310,2024-06-28,60.0,closed_default,170.0,0.531,51000.0,2024-08-27
500603,100311,2023-04-18,30.0,closed_default,146.0,0.581,2300.0,2023-05-18
500608,100314,2025-01-03,120.0,closed_default,124.0,0.079,23500.0,2025-05-03
500609,100315,2024-10-09,60.0,closed_good,0.0,1.0,24900.0,2024-12-08
500610,100315,2024-11-30,120.0,closed_good,5.0,1.0,14900.0,2025-03-30
500611,100315,2025-03-25,90.0,written_off,83.0,0.301,22100.0,2025-06-23
500615,100319,2023-09-01,60.0,closed_good,0.0,1.0,22100.0,2023-10-31
500616,100319,2023-09-27,60.0,closed_good,0.0,1.0,22800.0,2023-11-26
500617,100320,2023-01-16,90.0,closed_good,0.0,1.0,33000.0,2023-04-16
500618,100320,2023-04-12,90.0,closed_good,0.0,1.0,32100.0,2023-07-11
500619,100320,2023-06-06,60.0,closed_good,1.0,1.0,36500.0,2023-08-05
500621,100321,2025-05-02,30.0,closed_good,4.0,1.0,11800.0,2025-06-01
500625,100324,2023-01-18,90.0,closed_good,0.0,1.0,18100.0,2023-04-18
500626,100324,2023-03-09,120.0,closed_good,4.0,1.0,15900.0,2023-07-07
500629,100326,2023-12-30,120.0,written_off,37.0,0.225,18000.0,2024-04-28
500631,100327,2024-02-06,30.0,closed_good,3.0,1.0,9800.0,2024-03-07
500632,100327,2024-05-08,30.0,closed_good,0.0,1.0,11700.0,2024-06-07
500633,100327,2024-06-26,60.0,closed_good,5.0,1.0,8300.0,2024-08-25
500634,100328,2023-11-25,30.0,closed_good,0.0,1.0,10100.0,2023-12-25
500636,100329,2023-11-14,30.0,closed_good,5.0,1.0,16500.0,2023-12-14
500638,100330,2024-01-19,60.0,closed_good,8.0,1.0,16400.0,2024-03-19
500639,100331,2025-03-20,90.0,written_off,77.0,0.511,23900.0,2025-06-18
500643,100333,2025-03-05,60.0,closed_good,0.0,1.0,27800.0,2025-05-04
500645,100334,2023-08-21,120.0,closed_good,9.0,1.0,19500.0,2023-12-19
500650,100336,2025-03-02,60.0,closed_good,4.0,1.0,11800.0,2025-05-01
500653,100338,2025-03-26,90.0,closed_default,70.0,0.178,29200.0,2025-06-24
500654,100338,2025-05-12,120.0,written_off,149.0,0.432,15600.0,2025-09-09
500655,100339,2023-03-12,30.0,closed_default,54.0,0.012,12400.0,2023-04-11
500656,100340,2023-03-17,90.0,closed_good,1.0,1.0,16200.0,2023-06-15
500657,100340,2023-06-09,90.0,closed_good,0.0,1.0,42600.0,2023-09-07
500658,100340,2023-07-09,120.0,closed_good,11.0,1.0,43300.0,2023-11-06
500660,100342,2023-08-23,90.0,closed_good,0.0,1.0,6600.0,2023-11-21
500661,100343,2024-03-13,30.0,closed_good,0.0,1.0,42200.0,2024-04-12
500664,100343,2024-11-15,90.0,written_off,126.0,0.267,11900.0,2025-02-13
500671,100347,2023-03-14,60.0,closed_good,10.0,1.0,28300.0,2023-05-13
500672,100347,2023-05-11,120.0,closed_good,0.0,1.0,12500.0,2023-09-08
500674,100348,2024-11-26,30.0,closed_good,0.0,1.0,29700.0,2024-12-26
500677,100349,2024-04-15,60.0,closed_good,0.0,1.0,19500.0,2024-06-14
500679,100350,2025-06-06,120.0,closed_good,4.0,1.0,7500.0,2025-10-04
500680,100351,2023-11-25,60.0,closed_good,6.0,1.0,46800.0,2024-01-24
500681,100351,2024-03-13,120.0,closed_good,1.0,1.0,52000.0,2024-07-11
500682,100351,2024-05-29,30.0,closed_good,0.0,1.0,54400.0,2024-06-28
500683,100352,2024-10-14,30.0,closed_default,163.0,0.328,17400.0,2024-11-13
500685,100352,2025-04-18,120.0,closed_good,0.0,1.0,15900.0,2025-08-16
500686,100353,2025-05-24,60.0,closed_good,1.0,1.0,17500.0,2025-07-23
500687,100354,2024-08-18,90.0,closed_good,11.0,1.0,14400.0,2024-11-16
500692,100356,2025-01-17,60.0,closed_default,143.0,0.256,43400.0,2025-03-18
500693,100357,2024-02-24,30.0,closed_default,184.0,0.577,4700.0,2024-03-25
500694,100358,2025-06-05,90.0,closed_good,0.0,1.0,23100.0,2025-09-03
500695,100358,2025-07-12,90.0,closed_default,63.0,0.284,33900.0,2025-10-10
500696,100359,2025-04-11,90.0,closed_default,40.0,0.194,9600.0,2025-07-10
500698,100359,2025-09-07,60.0,written_off,172.0,0.143,6600.0,2025-11-06
500699,100360,2025-04-24,90.0,closed_good,6.0,1.0,41400.0,2025-07-23
500700,100360,2025-06-19,90.0,closed_good,0.0,1.0,18300.0,2025-09-17
500701,100361,2024-12-21,30.0,closed_good,0.0,1.0,13500.0,2025-01-20
500702,100362,2023-04-03,30.0,closed_good,16.0,1.0,8800.0,2023-05-03
500704,100364,2023-08-03,120.0,closed_good,7.0,1.0,14900.0,2023-12-01
500709,100367,2024-11-07,30.0,written_off,189.0,0.313,13200.0,2024-12-07
500710,100368,2023-03-14,90.0,closed_good,0.0,1.0,18700.0,2023-06-12
500714,100371,2025-01-30,120.0,closed_good,14.0,1.0,22200.0,2025-05-30
