customer_id,avg_monthly_inflow_kes,avg_monthly_outflow_kes,inflow_volatility_cv,avg_closing_balance_kes,salary_regularity_score,num_bounced_payments_6m,mobile_money_txn_count_monthly,num_distinct_income_sources,statement_period_months
100238,19800.0,18600.0,0.335,4500.0,0.553,0,35,1,6
100239,67600.0,72000.0,0.393,-3700.0,0.669,2,50,2,6
100240,38900.0,32600.0,0.424,19100.0,0.482,3,52,3,6
100241,54900.0,52500.0,0.523,3700.0,0.531,2,32,1,3
100242,17900.0,14600.0,0.175,6600.0,0.999,1,40,3,12
100243,29400.0,27400.0,0.229,6300.0,0.511,1,31,1,12
100244,16900.0,10000.0,0.628,7700.0,0.517,2,17,1,3
100245,78500.0,59600.0,0.244,44100.0,0.966,1,46,2,3
100246,60800.0,46700.0,0.153,9000.0,1.0,0,42,1,12
100247,39800.0,33700.0,0.35,7000.0,0.613,2,59,1,12
100248,24700.0,17900.0,0.237,19800.0,0.854,0,54,2,12
100249,39600.0,39200.0,0.163,2300.0,0.513,2,39,1,3
100250,46500.0,49600.0,0.361,-3500.0,0.396,1,49,1,6
100251,34700.0,33100.0,0.187,2400.0,0.889,0,26,1,6
100252,25800.0,24100.0,0.536,6400.0,0.374,0,26,1,6
100253,65600.0,59200.0,0.176,20500.0,0.844,0,41,1,12
100254,6000.0,6400.0,0.166,1000.0,1.0,1,18,2,3
100255,54800.0,38400.0,0.471,39900.0,0.638,1,70,1,6
100256,29300.0,16200.0,0.303,16500.0,0.613,1,13,1,3
100257,73100.0,50400.0,0.421,58600.0,0.491,1,56,2,6
100258,33200.0,26200.0,0.308,8400.0,0.736,0,60,1,6
100259,42300.0,38200.0,0.208,5800.0,0.778,2,35,2,3
100260,30700.0,30600.0,0.308,1800.0,0.567,2,47,1,3
100261,60500.0,51400.0,0.131,22300.0,1.0,0,44,1,3
100262,35100.0,26600.0,0.07,9100.0,0.973,2,13,2,12
100263,11100.0,9600.0,0.245,3800.0,0.644,0,63,1,6
100264,31100.0,31800.0,0.202,200.0,0.472,1,56,1,3
100265,30100.0,25600.0,0.279,7000.0,0.691,1,33,1,3
100266,20400.0,16300.0,0.348,7100.0,0.739,1,49,1,3
100267,8500.0,8800.0,0.431,1300.0,0.737,0,50,2,12
100268,61200.0,71900.0,0.178,-5000.0,0.773,1,58,2,6
100269,68300.0,62600.0,0.311,14800.0,0.587,1,25,1,6
100270,32000.0,24200.0,0.231,24800.0,0.557,2,33,2,12
100271,32500.0,24600.0,0.151,6200.0,0.573,0,51,1,3
100272,44300.0,49800.0,0.207,-5000.0,0.835,1,30,1,6
100273,24500.0,24300.0,0.03,2000.0,0.927,0,51,1,3
100274,32800.0,31000.0,0.446,4400.0,0.44,3,26,3,12
100275,68100.0,65100.0,0.125,6200.0,0.946,1,46,1,3
100276,15000.0,12300.0,0.152,4900.0,0.854,0,43,1,6
100277,69100.0,69300.0,0.051,1400.0,0.856,0,28,1,3
100278,34200.0,35700.0,0.113,-1700.0,0.802,0,37,1,6
100279,24000.0,21800.0,0.395,6100.0,0.528,1,20,2,6
100280,37900.0,31000.0,0.172,21800.0,0.965,1,23,1,12
100281,17100.0,14500.0,0.315,5000.0,0.372,6,28,2,6
100282,16200.0,14100.0,0.246,6200.0,0.735,0,21,1,3
100283,171300.0,176800.0,0.115,-5000.0,0.868,1,48,3,12
100284,15800.0,16100.0,0.039,700.0,0.607,4,53,2,12
100285,84700.0,78000.0,0.413,17700.0,0.537,0,66,1,12
100286,25500.0,23900.0,0.41,3500.0,0.552,3,64,1,6
100287,27700.0,24600.0,0.305,8300.0,0.416,1,52,1,6
100288,15400.0,7700.0,0.531,9900.0,0.416,3,69,2,12
100289,49400.0,38600.0,0.17,33400.0,0.364,3,55,2,3
100290,30700.0,26200.0,0.51,8200.0,0.339,1,19,2,12
100291,21900.0,19600.0,0.16,4200.0,0.736,2,15,1,6
100292,30900.0,18400.0,0.243,16700.0,0.528,2,27,3,3
100293,47800.0,50400.0,0.086,-5000.0,0.908,0,55,1,12
100294,9800.0,7100.0,0.244,6600.0,0.911,0,23,1,6
100295,61700.0,59600.0,0.263,5400.0,0.871,1,31,1,12
100296,61400.0,51000.0,0.136,22100.0,0.96,0,36,1,6
100297,48400.0,45600.0,0.122,7000.0,1.0,0,45,1,6
100298,60600.0,39300.0,0.291,47200.0,0.87,1,52,2,12
100299,53300.0,42200.0,0.239,23700.0,0.75,2,21,1,12
100300,104300.0,112100.0,0.126,-5000.0,1.0,0,32,1,12
100301,8100.0,6500.0,0.062,6200.0,0.334,3,43,2,6
100302,35500.0,23600.0,0.404,29500.0,0.649,0,47,1,6
100303,21900.0,19900.0,0.098,6800.0,0.873,2,19,1,3
100304,28500.0,24800.0,0.312,6500.0,0.647,0,52,1,12
100305,26200.0,20800.0,0.161,15100.0,0.389,0,26,1,6
100306,33600.0,33500.0,0.186,1600.0,0.953,0,53,1,6
100307,34600.0,27300.0,0.168,5700.0,0.805,3,19,2,3
100308,22900.0,17300.0,0.145,14700.0,0.769,0,52,2,3
100309,10600.0,10400.0,0.03,1900.0,1.0,0,33,1,12
100310,71900.0,56400.0,0.115,36100.0,1.0,1,22,1,12
100311,24800.0,18800.0,0.036,12100.0,0.92,2,38,1,6
100312,39300.0,51600.0,0.301,-5000.0,0.594,1,51,1,6
100313,22400.0,22700.0,0.391,900.0,0.428,1,44,1,3
100314,57600.0,65600.0,0.255,-5000.0,0.738,0,54,1,6
100315,57400.0,50400.0,0.194,17300.0,0.631,2,25,1,6
100316,8600.0,6700.0,0.211,4400.0,0.377,1,33,2,6
100317,49900.0,34900.0,0.309,38500.0,0.716,1,36,1,3
100318,36500.0,31100.0,0.458,11800.0,0.737,2,42,2,6
100319,89800.0,52700.0,0.118,62600.0,1.0,0,47,1,6
100320,57800.0,32400.0,0.204,48600.0,0.943,0,44,2,3
100321,13700.0,11100.0,0.283,6600.0,0.419,2,49,2,12
100322,28400.0,23700.0,0.33,8800.0,0.413,5,50,1,12
100323,26600.0,22200.0,0.163,10100.0,0.747,0,29,3,6
100324,68300.0,66100.0,0.211,2900.0,0.908,1,56,1,6
100325,39400.0,30700.0,0.042,23600.0,0.662,0,39,1,12
100326,47900.0,46100.0,0.03,6700.0,1.0,1,49,2,6
100327,19400.0,17200.0,0.169,6400.0,0.858,1,43,2,3
100328,48400.0,40400.0,0.494,8400.0,0.43,3,35,1,6
100329,30000.0,21000.0,0.3,6400.0,0.742,0,26,1,6
100330,38800.0,46700.0,0.353,-5000.0,0.605,3,11,2,6
100331,27600.0,31100.0,0.379,-5000.0,0.804,0,32,1,3
100332,63100.0,52600.0,0.584,16000.0,0.373,1,16,1,12
100333,104100.0,109500.0,0.147,-5000.0,0.929,1,21,1,6
100334,36700.0,35400.0,0.112,2800.0,1.0,0,26,3,12
100335,25000.0,25700.0,0.082,-400.0,0.444,6,33,1,3
100336,51100.0,40100.0,0.391,11500.0,0.295,1,42,1,6
100337,42600.0,46200.0,0.42,-5000.0,0.704,0,47,1,6
100338,49400.0,32600.0,0.537,15000.0,0.37,3,27,2,3
100339,43600.0,25100.0,0.504,17400.0,0.474,2,33,1,12
100340,59000.0,49500.0,0.275,17200.0,0.628,0,37,1,6
100341,11400.0,9000.0,0.227,4300.0,0.603,0,39,3,6
100342,42500.0,41300.0,0.386,4200.0,0.462,1,20,1,3
100343,55500.0,34700.0,0.226,38400.0,0.921,1,35,2,6
100344,26500.0,24000.0,0.246,5800.0,0.649,0,44,1,12
100345,30700.0,24000.0,0.281,16800.0,0.786,1,28,1,12
100346,40000.0,44300.0,0.216,-5000.0,0.596,3,48,1,3
100347,38600.0,24900.0,0.256,18900.0,0.695,0,54,1,6
100348,31100.0,34300.0,0.117,-5000.0,0.962,1,45,1,12
100349,68100.0,71900.0,0.257,-5000.0,0.699,1,18,2,6
100350,23800.0,20600.0,0.311,3300.0,0.602,4,21,2,6
100351,87500.0,83700.0,0.21,3600.0,0.798,2,22,1,6
100352,69400.0,69500.0,0.188,1400.0,0.587,0,27,1,12
100353,43300.0,37700.0,0.062,11400.0,0.959,0,50,1,12
100354,98100.0,99800.0,0.495,-1700.0,0.625,1,23,1,12
100355,54100.0,43800.0,0.183,19700.0,1.0,0,62,1,12
100356,43800.0,44600.0,0.306,400.0,0.448,1,43,2,6
100357,29100.0,23700.0,0.2,5800.0,1.0,0,36,3,12
100358,74600.0,62600.0,0.142,36800.0,1.0,1,44,2,12
100359,20100.0,20200.0,0.501,1400.0,0.507,2,46,1,6
100360,61000.0,42200.0,0.157,43000.0,0.782,3,48,1,6
100361,82900.0,90000.0,0.163,-3600.0,0.53,3,27,1,6
100362,5100.0,4300.0,0.068,2800.0,1.0,0,33,2,6
100363,74600.0,71300.0,0.234,9200.0,0.615,1,19,3,6
100364,33700.0,29800.0,0.03,5200.0,0.819,2,49,3,3
100365,14500.0,14000.0,0.263,3000.0,0.602,2,20,1,6
100366,60600.0,49100.0,0.091,25500.0,1.0,1,56,2,6
100367,32800.0,30900.0,0.199,3700.0,0.703,1,62,1,6
100368,89500.0,73200.0,0.197,14000.0,0.94,0,39,1,6
100369,22100.0,28400.0,0.35,-5000.0,0.591,1,81,1,12
100370,49600.0,38100.0,0.07,23500.0,0.703,3,37,2,6
100371,81900.0,82800.0,0.204,500.0,0.992,0,37,2,6
100372,31400.0,23100.0,0.156,13400.0,0.755,1,36,1,12
100373,7800.0,5600.0,0.03,5400.0,1.0,0,23,2,3
100374,16400.0,16000.0,0.03,2500.0,0.778,1,51,1,6
100375,56000.0,22100.0,0.357,97200.0,0.687,0,25,1,12
100376,19900.0,13800.0,0.387,18000.0,0.444,5,40,2,6
100377,19800.0,14400.0,0.373,8700.0,0.663,3,50,2,12
100378,5000.0,4800.0,0.622,2100.0,0.479,2,27,2,6
100379,37500.0,31200.0,0.255,10400.0,0.53,1,18,1,6
100380,40700.0,25600.0,0.322,13800.0,0.809,0,59,1,6
100381,31300.0,26400.0,0.162,7000.0,0.723,1,34,1,6
100382,53100.0,45300.0,0.158,16200.0,0.799,1,21,2,6
100383,5000.0,4700.0,0.424,2100.0,0.517,1,59,1,3
100384,69800.0,42500.0,0.17,44300.0,0.243,3,53,2,12
100385,30200.0,26200.0,0.042,11200.0,0.919,0,65,2,6
100386,63800.0,57100.0,0.133,6500.0,0.53,1,40,1,6
100387,84000.0,77700.0,0.146,18500.0,0.695,3,38,3,3
100388,62600.0,60200.0,0.187,7400.0,0.369,3,28,1,6
100389,46900.0,43900.0,0.168,7000.0,0.705,2,25,1,12
100390,23900.0,24400.0,0.393,1000.0,0.601,0,19,1,12
100391,24100.0,25500.0,0.311,-2000.0,0.641,2,42,1,6
100392,53700.0,36600.0,0.218,45200.0,0.641,1,62,1,6
100393,21200.0,19500.0,0.278,3400.0,0.745,3,26,1,12
100394,60000.0,58500.0,0.326,2300.0,0.856,1,14,1,12
100395,76500.0,62100.0,0.311,12000.0,0.661,2,29,2,6
100396,30700.0,25000.0,0.303,8700.0,0.788,2,37,1,12
100397,45000.0,55700.0,0.124,-5000.0,1.0,0,45,3,6
100398,90700.0,76500.0,0.302,44000.0,0.74,1,16,1,12
100399,53100.0,55200.0,0.387,300.0,0.603,2,44,1,3
100400,39200.0,41400.0,0.03,-500.0,0.86,3,29,2,12
100401,34000.0,36800.0,0.678,-5000.0,0.448,3,29,1,3
100402,80100.0,87200.0,0.13,-5000.0,0.936,0,54,1,12
100403,32700.0,29800.0,0.126,8400.0,0.923,0,18,1,6
